,city,category,amount
73866,Rocky River,Auto Repair,1
73867,West View,Soup,1
73868,Goodyear,Donuts,1
73869,Medina, Gluten-Free,1
73870,Twinsburg, Insurance,1
73871,Fort Mill,Home & Garden,1
73872,Buckeye, Local Flavor,1
73873,Akron, Public Services & Government,1
73874,Bethel Park,Fitness & Instruction,1
73875,Willowick,Books,1
73876,Homestead, Hotels,1
73877,Middleburg Heights,Meditation Centers,1
73878,Tallmadge, Antiques,1
73879,Oakmont, Laundry Services,1
73880,Lachenaie, Tires,1
73881,Lorain, Performing Arts,1
73882,Sun City West, Medical Supplies,1
73883,Rocky River, Cosmetic Dentists,1
73884,Rio Verde,Active Life,1
73885,Streetsboro,Steakhouses,1
73886,Streetsboro, Golf,1
73887,Burton, Party & Event Planning,1
73888,Stallings, Auto Detailing,1
73889,Lachine, Mexican,1
73890,Richmond Hill, Brazilian,1
73891,Montréal, Pediatricians,1
73892,Stow, Bowling,1
73893,Dollard-des-Ormeaux, Garage Door Services,1
73894,Laveen, Shipping Centers,1
73895,Missisauga,Nightlife,1
73896,Missisauga, Wine Bars,1
73897,Stoughton, Sporting Goods,1
73898,Sheffield, Car Dealers,1
73899,Concord Mills,Pets,1
73900,Peoria, Organic Stores,1
73901,Phoenix,Buses,1
73902,Chandler, Coffeeshops,1
73903,Surprise,Utilities,1
73904,Homestead,Post Offices,1
73905,Matthews, Mountain Biking,1
73906,Strongsville,Cosmetics & Beauty Supply,1
73907,North York,Vegan,1
73908,Litchfield Park, Cannabis Clinics,1
73909,Walton Hills, Furniture Stores,1
73910,Indian Land, Creperies,1
73911,Mount Holly,Salad,1
73912,Peninsula, Hydro-jetting,1
73913,Glendale,Hunting & Fishing Supplies,1
73914,Tempe, Marinas,1
73915,Moreland Hills, Breakfast & Brunch,1
73916,Georgetown,Home Services,1
73917,Mont-Royal, Window Washing,1
73918,"Las Vegas, Nevada",Beauty & Spas,1
73919,Mesa,Surgeons,1
73920,Indian Trail, Pet Adoption,1
73921,Lake Wylie,Massage,1
73922,Mint Hill, Jewelry Repair,1
73923,East Credit, Nail Salons,1
73924,Davidson, Tapas/Small Plates,1
73925,Blue Diamond, Barbeque,1
73926,Verona, Education,1
73927,Berea, Imported Food,1
73928,Carnegie,Auto Customization,1
73929,Kirkland, Golf,1
73930,Coraopolis, Beer,1
73931,Gastonia, Payroll Services,1
73932,Cross Plains, Christmas Trees,1
73933,Ft. Mill, Pubs,1
73934,Beachwood, Religious Organizations,1
73935,Allison Park,Pet Sitting,1
73936,Scottsdale,Circuit Training Gyms,1
73937,Henderson,Utilities,1
73938,Villa Grove, Sandwiches,1
73939,Oak Ridges, Tires,1
73940,Saint-Laurent, IT Services & Computer Repair,1
73941,Pitcairn, Thrift Stores,1
73942,Elrama, Restaurants,1
73943,North York, Hungarian,1
73944,Charlotte,Fireplace Services,1
73945,University Heights, Department Stores,1
73946,Middleton,Nurseries & Gardening,1
73947,Newmarket, Casinos,1
73948,Whitby, Home Cleaning,1
73949,Hinckley, Coffee & Tea,1
73950,Brampton,Weight Loss Centers,1
73951,North Versailles,Doctors,1
73952,Presto, Sandwiches,1
73953,North Las Vegas, Baby Gear & Furniture,1
73954,West Mifflin, Watches,1
73955,La Prairie, Chicken Shop,1
73956,Highland Heights, Bakeries,1
73957,Pittsburgh,Diagnostic Imaging,1
73958,Avondale,Towing,1
73959,West Mifflin, Pet Groomers,1
73960,Mount Holly, Nail Salons,1
73961,North York,DJs,1
73962,Bridgeville,Home Cleaning,1
73963,Vaughan,Driving Schools,1
73964,Indian Trail, Attraction Farms,1
73965,Copley,Bars,1
73966,North Las Vegas, Interval Training Gyms,1
73967,Chandler, Speakeasies,1
73968,Cheswick, Gyms,1
73969,Bay Village, Financial Services,1
73970,Champlain, Chinese,1
73971,Dorval,Salad,1
73972,Maple, Sports Bars,1
73973,Cuyahoga Falls, Jewelry,1
73974,Lake Mead, Active Life,1
73975,Pointe-Claire, Landscaping,1
73976,Streetsboro,Auto Loan Providers,1
73977,University Heights, Kosher,1
73978,Cornelius, Masonry/Concrete,1
73979,Mint Hill, Data Recovery,1
73980,Mount Albert,Canadian (New),1
73981,Goodyear, Meat Shops,1
73982,Macedonia,Mattresses,1
73983,Richmond Heights,Food Court,1
73984,Murrysville, Hot Tub & Pool,1
73985,Waddell, Pool Cleaners,1
73986,Lyndhurst,Venues & Event Spaces,1
73987,Phoenix, Teacher Supplies,1
73988,Rantoul, Hot Dogs,1
73989,Northfield, Mediterranean,1
73990,Wexford, Hookah Bars,1
73991,Sewickley, Real Estate,1
73992,Robinson,Tex-Mex,1
73993,Middleburg Heights, Persian/Iranian,1
73994,Millcreek, Skin Care,1
73995,Imperial,Juice Bars & Smoothies,1
73996,Richmond Heights,Jewelry,1
73997,Broadview Heights,Roofing,1
73998,Monona, Bowling,1
73999,Cleveland, Bike tours,1
74000,Laval, Taiwanese,1
74001,North Olmsted, Medical Spas,1
74002,Turtle Creek,Soup,1
74003,Mentor-on-the-Lake, Food,1
74004,Litchfield Park, Tacos,1
74005,Oakville, Taiwanese,1
74006,Lasalle, Indian,1
74007,Pittsburgh,Rugs,1
74008,Pickering,Lingerie,1
74009,Shaker Heights, Chicken Wings,1
74010,Las Vegas, Bubble Soccer,1
74011,Saint-Sauveur, Coffee Roasteries,1
74012,Goodyear, Boot Camps,1
74013,Kent,Dry Cleaning & Laundry,1
74014,Mc Murray, Coffee & Tea,1
74015,Newmarket, Butcher,1
74016,Chandler, Fitness/Exercise Equipment,1
74017,El Mirage, Department Stores,1
74018,Gastonia, Art Classes,1
74019,Cleveland,Hospice,1
74020,Mint Hill, Printing Services,1
74021,Fairview Park,Chinese,1
74022,Las Vegas,Clowns,1
74023,Monona, Jewelry,1
74024,Saint-Eustache, Do-It-Yourself Food,1
74025,Middleburg Heights,Arts & Entertainment,1
74026,Middleburg Heights, Party & Event Planning,1
74027,Gilbert,Travel Agents,1
74028,West Mifflin, Bed & Breakfast,1
74029,Montréal, Farms,1
74030,Norton, Pizza,1
74031,Waunakee,Glass & Mirrors,1
74032,Kirkland, Chicken Wings,1
74033,Lakewood,Veterinarians,1
74034,Pittsburgh,Officiants,1
74035,Hudson, Cupcakes,1
74036,Rocky River,Urgent Care,1
74037,Cleveland, Guns & Ammo,1
74038,Sun City, Car Dealers,1
74039,Brampton,Butcher,1
74040,Fountain Hills, Seafood,1
74041,Whitby, Medical Spas,1
74042,Markham, Video/Film Production,1
74043,Paradise Valley, Building Supplies,1
74044,Brossard, Cantonese,1
74045,Markham,Party & Event Planning,1
74046,Kannapolis, Florists,1
74047,Castle Shannon,Gyms,1
74048,Highland Heights, Sporting Goods,1
74049,Cuyahoga Falls,Libraries,1
74050,Henderson,Carpet Installation,1
74051,Notre-Dame-de-l'Ile-Perrot, Fruits & Veggies,1
74052,Woodbridge,Cafes,1
74053,Cuyahoga Falls,Mortgage Brokers,1
74054,Toronto,Auto Upholstery,1
74055,Mississauga,Drugstores,1
74056,Port Credit,Shopping,1
74057,Pointe-Claire,Department Stores,1
74058,Mooresville, Burgers,1
74059,Waunakee, Self Storage,1
74060,Pittsburgh,Head Shops,1
74061,Columbia Station,Gift Shops,1
74062,Scottsdale,Car Buyers,1
74063,Dollard-des-Ormeaux, Fitness & Instruction,1
74064,Oakville, Hair Extensions,1
74065,Toronto, Military Surplus,1
74066,Broadview Heights,Specialty Food,1
74067,Avon, Kids Activities,1
74068,Bellevue, Florists,1
74069,Brampton,French,1
74070,Robinson, Restaurants,1
74071,Upper Saint Clair,Burgers,1
74072,Heidelberg, Local Services,1
74073,Sun Prairie, Olive Oil,1
74074,Garfield Heights, Mobile Phone Accessories,1
74075,Elyria, Trampoline Parks,1
74076,Cleveland,Shared Office Spaces,1
74077,phoenix, Kitchen & Bath,1
74078,L'Île-Bizard, French,1
74079,Waxhaw,Local Flavor,1
74080,North Randall, Gyms,1
74081,Montréal, Gold Buyers,1
74082,Spring Valley,Fitness & Instruction,1
74083,Paradise Valley, Blow Dry/Out Services,1
74084,Belœil,Hot Dogs,1
74085,Tempe, Bed & Breakfast,1
74086,Wexford, Special Education,1
74087,Beaconsfield, Irish Pub,1
74088,Port Credit, Medical Spas,1
74089,Cave Creek,Chicken Wings,1
74090,St-Sauveur,Gluten-Free,1
74091,Brecksville, Spray Tanning,1
74092,Aurora, Orthodontists,1
74093,Frisco,Home Health Care,1
74094,Stouffville, Buffets,1
74095,Dravosburg, Building Supplies,1
74096,Verdun, Asian Fusion,1
74097,Ajax,Diners,1
74098,Cleveland Heights, Art Classes,1
74099,Cottage Grove, Doctors,1
74100,Cleveland Heights, Bikes,1
74101,Wildwood, Go Karts,1
74102,Bratenahl, Italian,1
74103,Champaign, Outlet Stores,1
74104,Solon, Air Duct Cleaning,1
74105,Willoughby,Buffets,1
74106,Brossard, Pan Asian,1
74107,Sainte-Therese, Restaurants,1
74108,Lakewood,Chinese,1
74109,McKees Rocks, Art Supplies,1
74110,Bellevue, Machine & Tool Rental,1
74111,Chardon,Hair Salons,1
74112,Avondale, Paint-Your-Own Pottery,1
74113,Avon Lake, Street Vendors,1
74114,Thornhill, South African,1
74115,Tempe, Hunting & Fishing Supplies,1
74116,Pepper Pike, Health Markets,1
74117,Québec, Bakeries,1
74118,Sewickley, Car Dealers,1
74119,Irwin, Hobby Shops,1
74120,Cross Plains, Home Cleaning,1
74121,Akron,Drugstores,1
74122,Mount Lebanon, Health & Medical,1
74123,Etna,Diners,1
74124,Garfield Heights,Caribbean,1
74125,McMurray, Accessories,1
74126,Fairlawn, Personal Injury Law,1
74127,Sainte-Thérèse, Fast Food,1
74128,North Royalton, Printing Services,1
74129,Vaudreuil-Dorion,Thai,1
74130,Pleasant Hills, Pet Training,1
74131,Avon Lake,Specialty Food,1
74132,Oakmont,Pet Services,1
74133,Kent, Wraps,1
74134,Mississauga,Laser Eye Surgery/Lasik,1
74135,Wexford, IT Services & Computer Repair,1
74136,Saint Joseph,Men's Hair Salons,1
74137,Fairview Park, Barbeque,1
74138,Peoria, Childproofing,1
74139,Concord,Ophthalmologists,1
74140,Pointe-Claire,Fast Food,1
74141,Pickering,Specialty Schools,1
74142,Madison, Ethnic Grocery,1
74143,Urbana,Vietnamese,1
74144,Boulder City, Bike Rentals,1
74145,Phoenix,Paint & Sip,1
74146,Thornhill, Makeup Artists,1
74147,Strongsville, Tanning Beds,1
74148,Gilbert, Parking,1
74149,Saint-Léonard,Fashion,1
74150,Buckeye, Cinema,1
74151,Painesville, Mobility Equipment Sales & Services,1
74152,Las Vegas,Beer Garden,1
74153,Fitchburg,Pest Control,1
74154,Valleyfield, Restaurants,1
74155,Boulder City, Toy Stores,1
74156,Verdun, Internet Cafes,1
74157,Robinson,Eyebrow Services,1
74158,McMurray, Breweries,1
74159,Chandler,Flight Instruction,1
74160,Gastonia,Sporting Goods,1
74161,Surprise, Art Schools,1
74162,Surprise, Paint-Your-Own Pottery,1
74163,Orange Village, Bars,1
74164,Blainville,Comfort Food,1
74165,Schottsdale, Health Markets,1
74166,Tallmadge, Sewing & Alterations,1
74167,Bedford, Dentists,1
74168,Verona,Gluten-Free,1
74169,Mount Horeb, Wineries,1
74170,Richfield, Gas Stations,1
74171,Brook Park,Music Venues,1
74172,Sun Lakes,Convenience Stores,1
74173,Brampton, Donairs,1
74174,Monroeville,Accessories,1
74175,MESA,Car Window Tinting,1
74176,Murrysville, Seafood,1
74177,Verdun,Books,1
74178,Scottsdale,Videographers,1
74179,Aurora, Food Stands,1
74180,Vaudreuil, Steakhouses,1
74181,Wickliffe, Discount Store,1
74182,Saint-Léonard,Vietnamese,1
74183,Mayfield Heights,Landscape Architects,1
74184,Fountain Hills,Sushi Bars,1
74185,Waxhaw, Tree Services,1
74186,Rocky River, Cycling Classes,1
74187,Berea,Discount Store,1
74188,Waunakee, Door Sales/Installation,1
74189,Sheffield Village, Bars,1
74190,Irwin, Painters,1
74191,Sun Lakes,American (New),1
74192,Aurora, Education,1
74193,Rantoul,Museums,1
74194,Champaign,Maternity Wear,1
74195,Henderson, Smokehouse,1
74196,Avon, Pest Control,1
74197,Litchfield,Home Services,1
74198,Mayfield Heights, Kids Activities,1
74199,Cave Creek, Bed & Breakfast,1
74200,Whitaker, Chicken Wings,1
74201,Fort Mill,Office Cleaning,1
74202,Mississauga, Currency Exchange,1
74203,Goodyear,Cheesesteaks,1
74204,Cleveland, Bankruptcy Law,1
74205,Warrensville Heights, Arts & Entertainment,1
74206,Denver,Department Stores,1
74207,LaGrange, British,1
74208,Belleville,Pet Services,1
74209,Akron,Pool Halls,1
74210,Fitchburg,Mailbox Centers,1
74211,Dollard-des-Ormeaux,Automotive,1
74212,Tolleson, Hospitals,1
74213,Urbana, Lawn Services,1
74214,Sainte-Julie,Car Dealers,1
74215,Surprise, Ear Nose & Throat,1
74216,Gastonia, Orthopedists,1
74217,Solon, Vegetarian,1
74218,Boucherville, Local Flavor,1
74219,Middleburg Hts, Permanent Makeup,1
74220,Harrisburg, Gas Stations,1
74221,North York, Counseling & Mental Health,1
74222,Sun City West,Financial Advising,1
74223,Fort Mill, Religious Organizations,1
74224,Allison Park, Custom Cakes,1
74225,Sturgeon,Pizza,1
74226,Henderson,Lawn Services,1
74227,Mahomet,Hotels & Travel,1
74228,N Las Vegas, Handyman,1
74229,PHOENIX AP,Hotels & Travel,1
74230,Pleasant Hills,Buffets,1
74231,McCandless Township, Beauty & Spas,1
74232,Cornelius, Roofing,1
74233,Brampton,Airport Shuttles,1
74234,Avondale,Cannabis Clinics,1
74235,Rillton, Breakfast & Brunch,1
74236,Mentor,Drugstores,1
74237,Export, Nightlife,1
74238,Strongsville,Public Services & Government,1
74239,Urbana, Imported Food,1
74240,Pineville, Towing,1
74241,Tolleson, Accessories,1
74242,Gibsonia, Glass & Mirrors,1
74243,Sainte-Julie, Couriers & Delivery Services,1
74244,Pittsburgh,Chinese Martial Arts,1
74245,N. Las Vegas,Mobile Phones,1
74246,Avondale,Mattresses,1
74247,Phoenix, Beer Tours,1
74248,Madison,Brasseries,1
74249,Avon Lake, Cafes,1
74250,McCandless Township,Shopping,1
74251,Richmond Height, Salad,1
74252,Painesville,Diners,1
74253,Mc Kees Rocks, Home Cleaning,1
74254,Mc Kees Rocks, Italian,1
74255,Beachwood,Electronics Repair,1
74256,CONCORD, Oil Change Stations,1
74257,Apache Junction, Sporting Goods,1
74258,Amherst,Limos,1
74259,Medina,Cabinetry,1
74260,Northfield,Diners,1
74261,Whitby, Emergency Pet Hospital,1
74262,Belmont, Airport Shuttles,1
74263,Saint-Roch-de-l'Achigan, American (New),1
74264,Madison,Festivals,1
74265,Henderson,Condominiums,1
74266,Chandler,Floral Designers,1
74267,Lake Wylie, Nail Salons,1
74268,McDonald, Event Planning & Services,1
74269,Columbia Station, Animal Shelters,1
74270,Woodmere, Pet Stores,1
74271,Schomberg,Coffee & Tea,1
74272,Indian Land,Breakfast & Brunch,1
74273,Rocky River,Burgers,1
74274,Bedford Heights, Adult,1
74275,Claremont,Active Life,1
74276,Dorval, Appliances,1
74277,Avondale, Periodontists,1
74278,Twinsburg,Barbers,1
74279,Westmount, Real Estate Services,1
74280,Lakewood,Gardeners,1
74281,Woodbridge, Art Supplies,1
74282,Blainville,Steakhouses,1
74283,Pittsburgh,Dominican,1
74284,Tallmadge, Signmaking,1
74285,Maple Hts., Burgers,1
74286,Mahomet, Desserts,1
74287,North York, Soul Food,1
74288,Tallmadge, Chinese,1
74289,Neville Island, Beaches,1
74290,Hamilton, Eyelash Service,1
74291,Champaign, Cultural Center,1
74292,Brooklyn, Gift Shops,1
74293,Peoria, Paint & Sip,1
74294,McFarland,Sandwiches,1
74295,Saint-Liboire,Coffee & Tea,1
74296,Newbury,Jewelry,1
74297,Berea, Private Investigation,1
74298,Buckeye,Handyman,1
74299,Chandler,Life Insurance,1
74300,McMurray, Education,1
74301,Wadsworth, Nail Salons,1
74302,South Park, American (Traditional),1
74303,Cleveland, Home Network Installation,1
74304,Pittsburgh, Pumpkin Patches,1
74305,Tallmadge, Wedding Planning,1
74306,Bridgeville, Barbers,1
74307,Gibsonia, Gift Shops,1
74308,Dallas, Desserts,1
74309,Waxhaw,Preschools,1
74310,East York, Gyms,1
74311,Sheffield, Pharmacy,1
74312,Fort Mill,Fireworks,1
74313,Saint-Laurent, Buffets,1
74314,McFarland,Internet Cafes,1
74315,Joliette,Asian Fusion,1
74316,Oakville, Screen Printing,1
74317,Marvin, Vehicle Shipping,1
74318,Ville Saint Laurent, Weight Loss Centers,1
74319,Sturgeon, Pizza,1
74320,Thornhill,Nail Technicians,1
74321,Broadview Heights,Paint Stores,1
74322,Montreal, Pediatric Dentists,1
74323,Buckeye, Banks & Credit Unions,1
74324,Lasalle,American (New),1
74325,North Royalton,Roofing,1
74326,Madison, Malaysian,1
74327,Surprise,Physical Therapy,1
74328,North Olmsted, Musical Instrument Services,1
74329,Bridgeville,Japanese,1
74330,Tempe, Television Stations,1
74331,Matthews,Pawn Shops,1
74332,Phoeniix, Movers,1
74333,Champaign, Pool & Hot Tub Service,1
74334,Harmarville, Food,1
74335,Munroe Falls, Pizza,1
74336,Munhall, Diners,1
74337,Clairton, Drugstores,1
74338,Richmond Hill,Sporting Goods,1
74339,Rock Hill, Pubs,1
74340,Westlake, Ramen,1
74341,cleveland,Pet Stores,1
74342,Parma, Paint & Sip,1
74343,Strongsville, Uniforms,1
74344,Lorain, Vintage & Consignment,1
74345,Boulder City,Tubing,1
74346,Rocky River, Shutters,1
74347,Sun City, Business Law,1
74348,Dravosburg, Food,1
74349,Coraopolis, Mags,1
74350,Terrebonne, Creperies,1
74351,North York, Public Services & Government,1
74352,Anjou, Ethnic Food,1
74353,Cleveland,Motorcycle Dealers,1
74354,Saint-Laurent, Movers,1
74355,North Royalton, Yoga,1
74356,Avon, Electronics Repair,1
74357,Willoughby, Day Spas,1
74358,Westlake, Community Centers,1
74359,laveen, Restaurants,1
74360,Boulder CIty, Life Coach,1
74361,Glendale,Water Purification Services,1
74362,Akron, Indoor Playcentre,1
74363,Murrysville, Education,1
74364,Laveen, Salad,1
74365,Parma Heights,Shoe Repair,1
74366,Bethel Park,Sports Clubs,1
74367,Charlotte,Country Clubs,1
74368,Montreal-Nord, Fast Food,1
74369,Cuyahoga Falls,Financial Services,1
74370,Surprise, Car Inspectors,1
74371,Midland, Caterers,1
74372,Willoughby,Greek,1
74373,Kent, Home Automation,1
74374,North Huntingdon, Gas Stations,1
74375,Pleasant Hills,Seafood,1
74376,Glenshaw, Carpenters,1
74377,Paradise Valley, Drugstores,1
74378,Rocky River,Cosmetology Schools,1
74379,Maple, Home & Garden,1
74380,North Versailles, Wine Bars,1
74381,Norton, Professional Services,1
74382,Phoenix,Swimwear,1
74383,Lawrence,Home Services,1
74384,LaSalle, Tires,1
74385,Lagrange, Burgers,1
74386,New Eagle, Women's Clothing,1
74387,Clover, Tree Services,1
74388,Rock Hill, Seafood Markets,1
74389,Oakmont, Dive Bars,1
74390,Trafford, Food,1
74391,Enterprise, Men's Clothing,1
74392,Imperial, Physical Therapy,1
74393,Willoughby,Bed & Breakfast,1
74394,Fitchburg,Farming Equipment,1
74395,Champaign, Head Shops,1
74396,Pittsburgh,Aquariums,1
74397,Bellevue,Chicken Wings,1
74398,Huntersville, Wedding Planning,1
74399,Oakdale,Local Flavor,1
74400,LaSalle, Chicken Shop,1
74401,Scarborough,Dry Cleaning,1
74402,North Olmsted, Thrift Stores,1
74403,Scarborough,Greek,1
74404,Ahwatukee, Dog Walkers,1
74405,Brookpark,Food,1
74406,Cheswick, American (New),1
74407,Scottsdale,Lice Services,1
74408,Medina, Water Heater Installation/Repair,1
74409,Dublin, Home & Garden,1
74410,Murrysville, Reiki,1
74411,Gilbert,Security Systems,1
74412,Etobicoke,Tea Rooms,1
74413,South Euclid, Auto Glass Services,1
74414,Broadview Heights, Steakhouses,1
74415,Westmount, Imported Food,1
74416,North Olmsted, Tiling,1
74417,Squirrel Hill,Spray Tanning,1
74418,Tolleson,Men's Clothing,1
74419,Seven Hills,Rehabilitation Center,1
74420,Valley City, Sports Bars,1
74421,University Heights,Department Stores,1
74422,Unionville, Hotels & Travel,1
74423,Boucherville, Lounges,1
74424,Sun City, Data Recovery,1
74425,Henderson,Kids Hair Salons,1
74426,Harrisburg, Photography Stores & Services,1
74427,Richmond Hill,Videographers,1
74428,Phoniex, Automotive,1
74429,Rock Hill, Data Recovery,1
74430,Bethel Park, Makeup Artists,1
74431,Mayfield Hts., Shopping,1
74432,Boulder City, Wholesale Stores,1
74433,Avondale, Poke,1
74434,Plum, Contractors,1
74435,Caledon East,Pet Stores,1
74436,Ingomar, Food,1
74437,Mont-Saint-Grégoire,Restaurants,1
74438,Lorain,Auto Parts & Supplies,1
74439,Waxhaw, Notaries,1
74440,Cleveland,TV Mounting,1
74441,Madison,Test Preparation,1
74442,Markham,Self Storage,1
74443,North Las Vegas, Outdoor Gear,1
74444,Cuyahoga Falls,Soul Food,1
74445,North Olmsted, Interval Training Gyms,1
74446,De Forest, Campgrounds,1
74447,Prévost,Burgers,1
74448,Beeton, Breakfast & Brunch,1
74449,Villa Grove, Fast Food,1
74450,Glenshaw, Periodontists,1
74451,Montréal, Pet Adoption,1
74452,Peninsula, Sandwiches,1
74453,Carnegie,Ice Cream & Frozen Yogurt,1
74454,Wexford, Business Law,1
74455,Mayfield, Patio Coverings,1
74456,Mont-Saint-Hilaire,Sushi Bars,1
74457,Euclid, Oil Change Stations,1
74458,Saint-Laurent,Delis,1
74459,Belmont, Mexican,1
74460,Pierrefonds,Apartments,1
74461,Markham, Home Cleaning,1
74462,Marshall, Restaurants,1
74463,Queen Creek,Chiropractors,1
74464,Wadsworth, Smog Check Stations,1
74465,Madison,Taiwanese,1
74466,Oakville,Mobile Phone Repair,1
74467,Unionville, Doctors,1
74468,Cramerton, Coffee & Tea,1
74469,Gibsonia, Yoga,1
74470,San Francisco, Career Counseling,1
74471,Toronto, Speech Therapists,1
74472,Mayfield Heights, Bikes,1
74473,Brook Park, Community Service/Non-Profit,1
74474,Mont-Royal, Pet Sitting,1
74475,Brecksville, Shipping Centers,1
74476,Sewickley, Florists,1
74477,Cleveland Heights, Debt Relief Services,1
74478,Parma, Orthopedists,1
74479,Avon, Hair Extensions,1
74480,Aspinwall, Chicken Wings,1
74481,Valley City, Property Management,1
74482,Gilbert,Accountants,1
74483,North York, Kitchen & Bath,1
74484,Matthews,Home & Rental Insurance,1
74485,Chesterland, Fitness & Instruction,1
74486,Sewickley,Elementary Schools,1
74487,MESA, Doctors,1
74488,Hudson,Bakeries,1
74489,Lasalle, Fruits & Veggies,1
74490,Strongsville, Vape Shops,1
74491,Ravenna, Education,1
74492,Pleasant Hills, Glass & Mirrors,1
74493,Vaughan,Festivals,1
74494,Cleveland,Dim Sum,1
74495,Parma Hts.,Burgers,1
74496,South Euclid,Caterers,1
74497,North Olmsted, Knitting Supplies,1
74498,Fort Mill, Food Court,1
74499,North Las Vegas, Brasseries,1
74500,Willoughby, Tires,1
74501,Fort Mill,Hunting & Fishing Supplies,1
74502,Avondale, Translation Services,1
74503,Orange Village, Automotive,1
74504,Castle Shannon, Pizza,1
74505,Oakville, Shoe Repair,1
74506,Northfield, Nurseries & Gardening,1
74507,Las Vegas, Water Suppliers,1
74508,Northfield, Greek,1
74509,Oka,Hotels & Travel,1
74510,Orange Village, Active Life,1
74511,Mentor,Toy Stores,1
74512,Mesa,Spray Tanning,1
74513,Ambridge, Music Venues,1
74514,Brunswick, Campgrounds,1
74515,Tallmadge,Doctors,1
74516,Etna, Amusement Parks,1
74517,Maple Heights, Meat Shops,1
74518,Pierrefonds, Mini Golf,1
74519,Willoughby, Museums,1
74520,Dorval, Irish,1
74521,McDonald, Amateur Sports Teams,1
74522,Middleton, Knitting Supplies,1
74523,Halton Hills, Gastropubs,1
74524,Thornhill, Gas Stations,1
74525,Chagrin Falls,Nurseries & Gardening,1
74526,Hudson,Home Developers,1
74527,Saint-Basile-le-Grand, Coffee & Tea,1
74528,Presto, Shades & Blinds,1
74529,Mount Holly, Barbeque,1
74530,N Las Vegas, Boot Camps,1
74531,Macedonia, Orthodontists,1
74532,Sewickley,Car Dealers,1
74533,Wesley Chapel, American (Traditional),1
74534,Paradise Valley,Home & Garden,1
74535,Brossard, Pet Sitting,1
74536,Vaughan, Buses,1
74537,Valley City,Diners,1
74538,Monroe, Leather Goods,1
74539,Bolton, Massage,1
74540,Stanley, Drugstores,1
74541,Larimer, Home Services,1
74542,Madison, Kickboxing,1
74543,Markham,Private Investigation,1
74544,Stoughton, Dry Cleaning & Laundry,1
74545,Toronto, Wills,1
74546,Rock Hill, Pilates,1
74547,Gates Mills, Post Offices,1
74548,Cornelius,Baby Gear & Furniture,1
74549,Wexford, Wedding Planning,1
74550,Strongsville,Shaved Ice,1
74551,Seattle, Professional Services,1
74552,Fitchburg, Dry Cleaning & Laundry,1
74553,Twinsburg, Hair Stylists,1
74554,Avon, Pediatric Dentists,1
74555,Madison, Dietitians,1
74556,Henderson, Teppanyaki,1
74557,L'Île-Perrot, Arts & Entertainment,1
74558,NELLIS AFB, Convenience Stores,1
74559,las vegas,Auto Detailing,1
74560,Surprise,RV Repair,1
74561,Richmond Hill, Post Offices,1
74562,Aurora, Persian/Iranian,1
74563,Avondale, Cardiologists,1
74564,Champaign, Gymnastics,1
74565,Orange, Pizza,1
74566,Huntersville, Dental Hygienists,1
74567,Homestead,Body Shops,1
74568,Hopewell, Italian,1
74569,North Ridgeville, Art Galleries,1
74570,Sun Prairie, Arts & Crafts,1
74571,Willowick,Caterers,1
74572,Thomasboro,Insulation Installation,1
74573,Waxhaw, Roadside Assistance,1
74574,Coraopolis,Piercing,1
74575,South Euclid, Dentists,1
74576,North Olmsted, Yelp Events,1
74577,Glassport, Food,1
74578,Mc Murray, Art Galleries,1
74579,Avondale, Bagels,1
74580,Mont St-Hilaire,Beauty & Spas,1
74581,Chardon, Barbers,1
74582,East York, Falafel,1
74583,Montreal, Criminal Defense Law,1
74584,Fairlawn, Internet Cafes,1
74585,Rantoul, Books,1
74586,Twinsburg,Home Theatre Installation,1
74587,Saint-Marc-sur-Richelieu, French,1
74588,Brampton, Smokehouse,1
74589,Gastonia,Orthopedists,1
74590,Homestead, Art Galleries,1
74591,Richmond Hts., Fast Food,1
74592,Mc Kees Rocks, Bakeries,1
74593,Paradise Valley, Music Venues,1
74594,Chagrin Falls,Trainers,1
74595,Akron, Country Clubs,1
74596,Carnegie, Cosmetic Dentists,1
74597,Maple,Optometrists,1
74598,Lake Wylie, Day Spas,1
74599,Cleveland Heights,Vape Shops,1
74600,Pickering, Permanent Makeup,1
74601,McDonald, Bakeries,1
74602,Matthews,Wedding Planning,1
74603,Apache Junction, Used Car Dealers,1
74604,Cote Saint-Luc, Eyewear & Opticians,1
74605,Bellevue, Pharmacy,1
74606,Allison Park, Taiwanese,1
74607,Broadview Heights,Hats,1
74608,North Ridgeville, Antiques,1
74609,Fairlawn,Automotive,1
74610,Henderson, Clothing Rental,1
74611,Monona,Mediterranean,1
74612,Cornelius,Local Flavor,1
74613,Verona, Pet Adoption,1
74614,Toronto, Car Buyers,1
74615,Las Vegas,Fertility,1
74616,Duquesne, Self Storage,1
74617,Pineville, Sports Clubs,1
74618,Coraopolis, Mediterranean,1
74619,Montreal,Candy Stores,1
74620,Vaughan,Acupuncture,1
74621,Fountain Hills,Soup,1
74622,Richmond Heights, Home Services,1
74623,Sheffield Village, Climbing,1
74624,Pleasant Hills, Body Shops,1
74625,Bridgeville, Dog Walkers,1
74626,Lakewood, Tanning Beds,1
74627,Sun City,Accessories,1
74628,Chandler, Scuba Diving,1
74629,Elyria, Veterinarians,1
74630,Saint-Eustache, Bistros,1
74631,Avondale, Landscape Architects,1
